class,Tweet
neg,'I hate monday mornings ... Its too difficult to wake up '
neg,'says doesnt it sucks when you have a question or a plea for help that goes unanswered? About as closed to being paralyzed as you can get '
neg,'back twitterverse! whats the magic number? approx $1k  and its body corp. insurance not landlords that covers the garage ;-) '
neg,'spent two hours figuring out how to organize my work rather than actually doing work. found a cool pdf organizer but only for macs '
neg,'Obsessed with Chelsea Lately !!    &amp;&amp; i cant upload a pic '
neg,'woke up feeling blech, prob a cold... tho shouldnt infect my fellow webbies at Ideas5 - so might have a spare ticket up for grabs '
neg,'@Warlach  bastard.'
neg,'had to drop the car at a relative  shuldve anticipated another bad monday !'
neg,'@BensonGoesRawrr not really, just upset, got dressed to go out somewhere, then got back into bed for no reason, im being a bit of a sook '
neg,'@CHRISDJMOYLES morning. Not good as its my first day back at work after 2 weeks of '
neg,'@nigelhoney i loved them. they were absolutely fantastic. i hate to see them go '
neg,'@ShenaniganJenn plz dont die I totally need you for May 25th, I would miss you &amp; you dead would suck. '
neg,'ohhh myyy goodness i wanna cut my toe off. i donno why it hurts so bad '
neg,'@celebrittney awwwwww poor baby '
neg,'@jimjonescapo when u hittin the WEST COAST ...or did u already '
neg,'When is Nichos Kingdom out??? Everyone was saying it was out on Monday but is not out!  '
neg,'ahhhhh no!. someone came in to my room and drew on my fking posters  ima go bash that brother of mine up'
neg,'@dube52    yup'
neg,'The weekend went by waaay too fast '
neg,'Ice cream and soup please ... Not feeling well '
neg,'Two shows of Into the Woods at CBHS done. Ill miss everyone when its over  '
neg,'Is going to Gaspe soon, for my grandmothers funeral  RIP I am going to miss her '
neg,'spring break is officially over  im thinking venice or vegas this weekend...ugh..until then &lt;/3'
neg,'going to work a full week for once '
neg,'@HNav whats wrong '
neg,'Phone almost dead '
neg,'@chaitee Not info so much as... my crazy changeable moods '
neg,'search feature seems to be working again, but all the stuff that hasnt been coming up for hours seems to be lost  @twitter, whats up? '
neg,'@JackyJns ill come in and stalk you...sike I live like 4 hours away '
neg,'Finally bed.  Missing nuggles next to me   only a 5 day wait this timeeeee'
neg,'nobody gives a fuck '
neg,'watching spiderman 3 with mom and bro. Why did they kill Harry Osborn! '
neg,'Only downside of visiting my parents, is eating ALL DAY LONG! And ive been doing so good at home. Spring training takes an L tonight. '
neg,'Went to bed good and early... didnt get to sleep till 3. Insomnia is a bitch '
neg,'I still have to wake up early for work '
neg,'Urgh dont like been up this early. Can only mean one thing... school '
neg,'At home sick with a lousy cold '
neg,'wtf it was gorgeous this weekend and its supposed to be rainy and cold next weekend. Mother Nature is a cruel bitch. '
neg,'@JamieLynn84 @jimalger when then someone will be left out '
neg,'@roaritsallie yup... kill me. My life is no longer fair in anyway. '
neg,'@GavinThompson Id love to bake cookies, but currently Id much rather just eat them sans the baking effort.  '
neg,'QA jobs in the Australian Video Game industry seem thin on the ground  next stop: gaming journalism or graphic design lol'
neg,'Not much more irritating than wanting to learn a song and not having your guitar  I should probably go to bed anyways'
neg,'is home alone with no food and nothing to do  Someone come save me (:'
neg,'Wakin up and goin to the school. Soo sad  '
neg,'@NerdySabri I know!! I hate it! I want my DJ DANGER bck '
neg,'@inkgypsy Re Asian tales for children, what I grew up with were local prints that mostly arent around in the intl book market.  '
neg,'throat really hurts. '
neg,'Got a headache and its Monday - could things get any worse?  '
neg,'Missing my fiance already '
neg,'Cant sleep   Needs to wake up @ 5'
neg,'champions league is still on the 28th. boo. no reason to stay up till five am this week. '
neg,'@Mawra: did u got any report of conference?I dont have internet currently '
neg,'2 in the AM, Im wide awake and have to be up in 3 1/2 hours. '
neg,'Its Quite Pathetic.Im Cruising His Myspace Page.I m Lookin At His Pictures.I m Wishin I was The Girl In Those Pictures.Quite Sad Indeed  '
neg,'Is layin in bed about to go to sleep! Today was a great day today!! Ready for tomorrow! R.I.P Chris Wilson. '
neg,'@TheLatency aww, i wish i was 19... lol im not old enough to see you guys '
neg,'FML. Fuck being awake. Fuck school. Go away everyone '
neg,'t�dio   if u seek amy...'
neg,'@sonyawinder hahahah its way cute. Why does it cost sooo much '
neg,'@hbarbod Id love it oh so much more if I had AC in my bedroom. '
neg,'@dvdstelt No thanks ;-) lost 2 votes again on saturday  and 3rd position'
neg,'is sitting around doing nothing. I miss landon though. Sigh...  .  I beat @SheaRiley at poker! OH YAH!'
neg,'@patty_la hey no, thats I a bad idea '
neg,'In my room. Bored. Need to go to sleep.. '
neg,'Insomnia is back.  I guess Ill be returning to my zombie stage again. Work is going to be brutal.'
neg,'Missing my boyfriend '
neg,'@weirdnotion  what about me'
neg,'I dont like getting up early, or going to bed early. Hmph  what shall i have for breakfast'
neg,'gonna be a hell of a day at work  FML'
neg,'@mindyyeung whats wrong '
neg,'So no take home food. Thats to bad. '
neg,'Good morning all, another weekend in the bag. High for me, got a new TV, low for me ....still not finished unpacking '
neg,'Sad they killed of edi on desperate housewives '
neg,'@perezhilton it was a good question, but are you really surprised at how she answered?  thats still how some people think '
neg,'Arg im So Cold  Desperate Housewives 2nite!'
neg,'@aubreyoday  how about...humm danielle lol yay'
neg,'@oeyz @armymy i saw it in his fcebook relationship status fakk i really wants him so bad  but thts ok coz he said he was happy talk 2 me'
neg,'*sniffle*sniffle* *cough* '
neg,'Is in bed but cant sleep  alarm is set for 9:30am '
neg,'@mikegentile uhh i couoldnt find yall tonight hahah  but yall were amazing come back soooon K?'
neg,'stomach hurts, i cant even sit properly '
neg,'@Covergirl1985 LOL. Ill do more soon, for now, I have to type 10 more pages worth of essays by 3 pm tomorrow! '
neg,'Lonely. '
neg,'its HOTT AS FUCK!!! I DONT WANNA EDIT MY ESSAY '
neg,'I MISS MY DAD  makes a whole month of not seein this dude everyday....BEST DAD IN THE WORLD...AHH GONNA SEE HIM SOON THO WOOT http:// ...'
neg,'Ending it ? We werent even going out . But this still sucks '
neg,'sleepyyyyyy but on the phone and home alone '
neg,'School In about an hour  just stumbled out of bed god i look a mess !!:O'
neg,'I seriously think something is wrong with me. Ah Im dying '
neg,'I applied a top coat as a base coat. '
neg,'@SchoolhouseReck You forget- I dont live in Denver anymore! Everyone in Idaho is in bed now  '
neg,'theyve used different rolling stock on train this morning, fewer seats in each carriage '
neg,'I know. But still. Ugh. Work. '
neg,'Now the dog Im following left '
neg,'ugh! i go back 2 skool 2marow  i totally shud b asleep rite now but al break i didnt go 2 bed til 3. so now i cant sleep bc its only 11:20'
neg,'@paulscheer creepy. I hope that is just an example of ur twisted sense of humor and not homicide. '
neg,'Hotel pillows, where are thouuu '
neg,'James Ballard R.I.P. '
neg,'@DanWarp argh, icarly.com keeps forwarding me to icarly.com.au '
neg,'@TinaTwinkleToes LOL!! Thats still cool!!! No, ours was all ages. Because the system is keeping me down for being 7 months too young '
neg,'@josephcorreia good morning bud. Have 3 workshops conflicting this afternoon. May struggle to attend yours '
neg,'I just freaked because its so sunny-i thought it was like 12 n we miss our bus hahaa '
neg,'i already feel really bad about sad animals. please dont make me feel worse, sarah mclachlan. '
neg,'@benshephard Lucky You! Im At College Today  I Hate The Class, Iv Got Nothing To Wear! Arghhhh You Ok? x'
neg,'@haymaker360j I tried. And failed. '
neg,'CanadianGir2112@JamieLynn84 @jimalger well then someone will be left out '
neg,'ok. now I have a full on migraine. I dont get them all that often. it fucking hurts. '
neg,'Just getting up (7.20) havent been up this early in weeks., I dont like it  '
neg,'ruining a batch of cookies '
neg,'@joanikin Seemingly @tomwaits talent is geographically restrictive. '
neg,'Theres a creepy guy staring at me from the street...  Im scared. Hulk get mad. Hulk Smash!!! Hulk turn into Chuck Norris....'
neg,'Orlando Magic go into NBA Playoffs as the 4th best team in the league, lose game 1 to Philly   http://tinyurl.com/cp9o5z Game 2 in ORL Wed'
neg,'I cant make cupcakes cause theres no veg oil. fml. '
neg,'Boo, all my pringles are gone  What to eat now?'
neg,'I look like an abuse victim...but for the last time   Im not sure what Ill do w/o lacrosse.  Suggestions welcome. '
neg,'Gonna try to fall asleep again. Cant imagine not sleeping tonight. '
neg,'@mrskutcher I watched a three hour movie on sex slavery on the hallmark channel. It was horrible '
neg,'@petrilude that all sounds sooo delicious, and I havent eaten at all today '
neg,'its tooo hot here. not hot enough that i want to run my ancient AC yet, but still hot. sticky icky hot. windows open but no wind '
neg,'urgh, half an hour and its school timesssss. '
neg,'@angryaussie my dad forgot the brand of the camera, they had one left but missed out by the time he decided to text '
neg,'CanadianGir2112CanadianGir2112 @JamieLynn84 @jimalger well then someone will be left out '
neg,'@rockstarchick i miss working the late shifts. it was great sleeping until 10AM or later le sigh '
neg,'Morning All, Im up too early for my liking. It would be 12, now its 6-7.  '
neg,'@TheDailyMel   Im sorry!!!  That totally sucks.'
neg,'@iamjonathancook please dont call yourself a celebrity  i dont want you to change &amp; get all big :/'
neg,'arghh school tomorrow, i wish holidays went for longerr. '
neg,'Just put my replacement Bezel on my 8900, and now I wish I would have bought the black instead of the silver! Bummer '
neg,'@whatever1013 its only a matter of time before our workplace bans this site. '
neg,'completed an assignment for this sem; 2 more due to be finished by this month. '
neg,'@allyroar almost happened to me today  lol'
neg,'so my phone officially died  cant receive or send any calls or texts, so dont try, and i won t be able to get a new phone til Tuesday '
neg,'Overdosed.  Feeling like shit. Afraid to sleep.'
neg,'@kpereira Haha, i forgot it was 4-20! My plans this weekend got rained out and i ended up working the whole time. '
neg,'Y am I so effin SOBER?  WTF?!  I wanna see my boo!  '
neg,'@davidfsmith ouch - nightmare! '
neg,'cant remember css/html for the life of me '
neg,'I am a bad, bad person '
neg,'@wilw I am sad to be a Sharks fan right now. A whole amazing season is being tossed down the shitter. '
neg,'@AubreyODay ok im getting upset  call me lollll 4434156058'
neg,'Its 11:22 and my 10:00 Mos Drf shoe still hasnt started  '
neg,'@smallchou Yeah, work sucks huh? '
neg,'Well thats nice. Im trying to find a driver for a MPC computer and they shut down their site. '
neg,'met a seriously hawt new zealander at the lake today...so sexy and a killer kisser...ended up unintentionally pissing someone off '
neg,'ugh skool starts 2morrow  not lookinf 4ward 2 it'
neg,'@vampire_rogue whats wrong? '
neg,'@jc_323 i know  but i refuse to give up hope.'
neg,'@DeeRiley cool thanks dee xx i am gonna do some food shopping this arvo and thats about all. not feeling too flash today  have a good arvo'
neg,'@lilyroseallen Are You Giving Free Tickets In The County Durham Area, Its Not Fair On Me  x'
neg,'@minette95 hahaha it will break my heart when I say goodbye and leave her  hahaha ( dramatic)'
neg,'Dang, I hate when I fall asleep watching tv around 7 and sleep for too long and now it is 1:30 and wide awake! '
neg,'Ashtons @aplusk tweets arent appearing in my Tweet Deck LOL Twitter at Capacity again....  '
neg,'Why do I have odd body proportions?  '
neg,'Im getting yelled at for playing cradle of filth at the bar... '
neg,'I took out the recycable trash for tomorrow - 9 empty wine bottles.  Hi my name is Satorides and I am a alcoholic...now what? '
neg,'IPLT20 website is down! Dousing a lot of cricket fans interests. '
neg,'I just threw up. '
neg,'24 hours a day is not enuff for me.. can i have some more?? '
neg,'@wickedlibrarian  LOL. They should add the  &quot;rod of judgement&quot; to their selection. You have been naughty while I slept - I missed the fun '
neg,'Im still up and its almost 3am. I have to wake up at 7am. '
neg,'Assignment '
neg,'@amykaawaloa ugh, no kidding. '
neg,'@parkerlisa haha I have no idea what you mean Lisa! You snuck out with out saying bye!! '
neg,'Dear World of Warcraft: why are you slowly consuming my life? This isnt cool... '
neg,'Well trying to get some sleep but I want my &lt;3 with me '
neg,'Woke up at 7am and I have to get ready for school now  Ive gotten used to waking up at10 am LOL'
neg,'I need to rub salt in my wounds - literally! I have an ulcer  ouchies!'
neg,'@Chris_Lerma heck yea dude I wish I didnt have to '
neg,'Turin Cats not well - scheduled to have an operation in the morning. '
neg,'@cinnamonclouds   Have you recorded before, btw?'
neg,'busy again .. for next 2 weeks..  '
neg,'@winafreeze omg hiiiiiiiiiiiiii. I have all my cousins over at the moment so I cant really hear vent that well '
neg,'Goodnight. Idk why but Im not looking forward to tomorrow '
neg,'Pffffff, traffic jams on A59 &amp; A58 '
neg,'Wish I had carpe-d the weekendem way more now that this rough week begins and I do not have enough fun under my belt to combat it. '
neg,'And now anyone and everyone can see my insanity  lol'
neg,'@actingcoach9  Keep tweeting!  '
neg,'Monday, the longest day at school.. '
neg,'im hungry, i wouldnt mind a creamy hot chocolte and choquettes from Paul, but it doesnt taste the same from Dubai '
neg,'going to bed.  i wish the hubby had more time off '
neg,'@NeshasAgenda thanks for gettin back at me on the BBM '
neg,'Im tired of fighting with my wife. can someone help. pleas '
neg,'Just lost $100 in a Texas Hold Em game '
neg,'@nehamujumdar aww  you could use any type of cheese that blends well with the rest of your ingredients.'
neg,'Going to get a hair cut '
neg,'Turin Cats not well - my poor boys scheduled to have an operation in the morning.  '
neg,'@rickymc33 hahaha im trying to get @aubreyODay to call me  but no such luck... hmmm imma try again 4434156058 darryl'
neg,'about to set off for school '
neg,'Wishes I would have studied more so I wouldnt be pulling an allnighter. '
neg,'Theres this 1 cat I see EVERYtime I go out &amp; he just stares &amp; I always feel guilty  SO weird. Like I owem somethin but I don t know m. '
neg,'i hate Sunday nights cause i can never fall asleep '
neg,'Watching the boys play golf....  about to go home and watch the office and laugh myself to sleep'
neg,'@will_wu seperation anxiety... '
neg,'@__Anya__ not just you, love.  its a LOT of people'
neg,'@StDAY I still say youre lucky. I wish it was warm here.  '
neg,'@zackalltimelow i SO need All Time Low in Brazil! plz, think about it! '
neg,'@LesleyER Im sad I missed u guyses performance  whens the next performance??? I m still on the bay bridge '
neg,'I have dropped at least 5 cheese noodles on my poem and now its all goopy  poop. Im sorry ezra.'
neg,'Follow me guys... Im new  !!!'
neg,'@Spitphyre so I was just nominated by @punkpolkadots and you? I dont make the final list of nominees? '
neg,'@krista_k I dont like sad Krista...   what can I do to help?'
neg,'@tamferguson_x heeeeeeeeeey, im staceys sister  lol, how are you ? '
neg,'Hey anyone tell me that today how I complete 1000 Followers?? Now I have 952  I m stuck now. please Reply.'
neg,'I dont want to go to work tomorrow '
neg,'Laundry Day part 2 '
neg,'done nooo work  not good...maybe tomorrow '
neg,'Wakey wakey. MAN! Im so tired wish I could go back to sleep '
neg,'wow its already 12:30pm, I think i should go to sleep. '
neg,'goodnight..gotta read this book for class 2moro '
neg,'Seminar in DOST-ASTI...I am 4 hours late. '
neg,'Cant believe how tired I am...  Final exam tomorrow morning...'
neg,'@Blair_Meester i cant see it  like it says link not found.'
neg,'@superstaraj I CONFESS! naw i havent!  but i will!!!'
neg,'2 exams, 1 paper, 1 quiz, 1 project, +hw all in 2 days.. fail '
neg,'About to go back to school - not good. Already half a litre of coffee but still no energy '
neg,'Woke up this morning to the sun shining through the curtains and blinding me. Kinda nice actually. Still cant get to SH from work. '
neg,'@aplusk Twittie is pritty cool, think youd like it, tried it once and loved it but broke my network settings and it doesnt work now '
neg,'@SetoTheTech Hey Nathan,my cars gone out in sympathy with ur car trouble.Its been at the mechanics all day &amp; they re keeping it ovrnite  '
neg,'still not feeling great today! '
neg,'@mwtsnx I saw the new HP trailer, looks amazing. Im going to london this summer but I cant afford to stay an extra week to see it there  '
neg,'wow, @myClipperNATION is following me, thats more than I can say for my Lakers.  Guess theyre too busy for their fans.'
neg,'reading and reading and reading and um reading? needs to be drugged by caffeine now '
neg,'Not looking forward to the drive back to AZ '
neg,'its way too early i want to go back to bed, I really do not want to go to college, and its soo unfair my brothers got a inset day '
neg,'@ladyg007 its n0t in your area  lol.'
neg,'working on the tax computation sheet! the break up calculation is one hell! '
neg,'Tomorrow school!!! it sucks '
neg,'@caitlincribb me too... I spent all afternoon in bed '
neg,'Great #weekend !! - dont wanna #work tomorrow!!  #sad'
neg,'got headache and cba with today '
neg,'I havent quit coughing since I was sick. I gotta find out the deal; this is almost two weeks now since I was 100% healthy. '
neg,'Work in the morning. its so hot still. '
neg,'never did get to see that britney concert wawawa oh well mayb next time '
neg,'Poor Sandy... Her tail might get cut off...  and Medroxyprogesterone for me~! (-.- )'
neg,'I do not want Sunday to be over... '
neg,'Now hubby going home '
neg,'Sometimes life just seems like chapters of goodbyes    '
neg,'dropped a container of acrylic crystals &amp; pearls on the floor &amp; they spilled all over. not fun having to pick it all up and re-sort. '
neg,'I cant sleep!! '
neg,'@iandurkin oh well.. i guess  im sorryyyyyyyy'
neg,'not happy about getting up this early for school '
neg,'@Cheeser87 SARAH WHERE ARE YOU!? '
neg,'@YESandME forgot about that *DUH* I have always loved that song! And there is always 1 person u wish u could have~ but  cant! '
neg,'oh man, 3hrs sleep isnt enough ofc. i dnw to move '
neg,'@blknana u and me both!!! '
neg,'I dont get any of thissssss!!!  Ahhhh Im going to go insane.  I hate calculus.  '
neg,'Back to work today  belugh'
neg,'argh! I left my elephant necklace in the car  ...on a great note -&gt; student loan is iiiiiinnnn '
neg,'@kelvinkao I hope so. Otherwise Im f*d. OTOH redirects have never been an issue before, and Ive had lots of them...   '
neg,'is doing homework '
neg,'@TheWineVault I have long been a fan of a nice White or nice Merlot but this health drink I have is made from berrys but is non alcohol '
neg,'@jaynicgurl jealous! I wana be there too! '
neg,'@Johnathan1707 i havent mate '
neg,'Ashtons @aplusk tweets arent appearing in my Tweet Deck LOL Twitter at Capacity again....  '
neg,'I think Twitter search is broke....   Why am I still up anyways?'
neg,'Finally got intarbutts at my house. Within the first hour I got a virus. First one in years  #malwarebytes'
neg,'@mfasil @sudeepnayak unfortunately looks like my 1TB works only Windows. In mac, it shows folders as locked!  gotta see wat to do wid  ...'
neg,'@nishitd LOL... thats sad. '
neg,'@lesley007 sharks arrggh ! '
neg,'want rob to twitter me '
neg,'Heading home from Hawaii to face the flooded house.  Boo hoo. '
neg,'@mikeyof I wasnt expecting new episodes till May but its good to see it early... then again it sucks that these will be the last...  '
neg,'@jreagon11 thnx hun but *pukes*  i dont wanna...'
neg,'Is waiting for dinner why is nobody home yet '
neg,'@CaseyCornett you talked to me....... '
neg,'ok i finally feel easy enough to lie down! i hope i can make it to class tomorrow  ...well today now i will see! night my twiggas!!'
neg,'is sad that @meatsamich changed my background.... i cant find my picture anymore  and i have images of that scary fish in my head.'
neg,'the kids are back to school today '
neg,'@johncabrera ew! And cracker, thats gross! '
neg,'the electronics in my house hate me '
neg,'Home without Kirby  Just played drums for the 1st time in the the last couple weeks'
neg,'Its over! '
neg,'@Elinari Ugh gjugrngfnr '
neg,'@applepie_  im so bored'
neg,'is playing with photoshop... i need a teacher  ! i suck at it .. haha'
neg,'done reading 200 pages of my cognition textbook, and i have no idea what was said in it.. '
neg,'back from a mini break in the spanish hillside..  fantastic!!  but simply too short  '
neg,'When life hands you lemons make lemonade....yeah right, if only it were that simple! Wheres ddub with his positivity when I need him '
neg,'Ouch! Nigga, jus got crushed pepper in my eye '
neg,'hating the weather, and wanting to snow in glendale '
neg,'@MoniqueDione yess it is. Wtff well at least Im not the only one  thanks'
neg,'These breakouts better go away by Tuesday. I will NOT be photographed with my boys looking like this. Hellz no '
neg,'Laying down trying to get to sleep but its not working  thinking of getting some fresh hosting instead of using blogspot. I miss it.'
neg,'@scottrmcgrew im very sad tonight i cant get @jackgraycnn to tweet to me and im pretty sure hes not even following me '
neg,'Morning, bathed, ate breakfast and ready to go, school in 30 mins '
neg,'@jAzMiNeReNee I miss u love-no homo!!! man we r missing all the ATL fun!!!  i cant wait to get back. Ru having fun&gt;? My trip has been a'
neg,'had one of the most productive weekends ever. but missed out on coachella. '
neg,'im officially exhausted .  . Im Going To Sleep . I never felt so BAD in my LIFE . Emotionally .'
neg,'dammit, just dropped my blackberry curve, its a bit damaged now '
neg,'@marsgirl86 Nope hun, cant make it    Have to be at work Monday morning, oh well, maybe a trip to the US later this year ;)  have fun '
neg,'Bed, finally. I havent been sleeping at all '
neg,'@AubreyODay calllllll meeeeeee 914 920 8193  Im late!!! '
neg,'@UndeadPriest Sorry about that. '
neg,'Cant sleep without seth '
neg,'Today was long and disappointing!  '
neg,'not enough claritin '
neg,'has a tummy ache '
neg,'Not feeling very well, still going to work '
neg,'@whoopthis  im bummed about the rugrats too. hey arnold was pretty legit too.'
neg,'@naficeh  ty i hope it doesnt get worse, ugh.'
neg,'@joeypage Thats sad.  hehe'
neg,'After obsessively researching about Twilight for the whole morning, feel like Im a closet Twilighter.. '
neg,'IPLT20 website is down! Dousing a lot of cricket fans interests.  http://ff.im/-2eoU9'
neg,'school was bad todayyy, not feeling the best '
neg,'Feeling the effects of Muscle in a Month  Weight is up but feeling beaten up - 14 days to go!'
neg,'My socks stink '
neg,'ok, now its monday but still no tweetie for mac '
neg,'@iGrace ooh neat (except for the washing clothes part). ur in a hostel! which one?? I miss hostel life '
neg,'@xoxojinni Its rainy here.. Spring is gone~ '
neg,'off to school!  oh how I hate my life'
neg,'Calling it a night. I have a doctors appt.in the morning.I cant eat or drink till i get done there '
neg,'@cookrn mmmmm Ryan. Havent seen you forever! '
neg,'When is this sore throat gonna go away '
neg,'@AlaijhaPffaf I knowww! Im gonna watch it online. I miss Ben Mac. '
neg,'@superwife It will be just like last years heart run '
neg,'House rents are recession proof .. Salaries arnt '
neg,'@mrskutcher There was this movie on lifetime,Human trafficking. They take these innocent girls and turn them into sex slaves. Very sad '
neg,'i cant sleep for the life of me.. '
neg,'TAKIN IT DOWN....GOT A TUMMY ACHE  LONG DAII AHEAD OF ME 2MAR...NYTE NYTE TWITTIEz :-*'
neg,'Its really hard to sleep when you cant stop coughing  '
neg,'out of beer '
neg,'@TommyLind &quot;Coffee machine broken?!!&quot; Worst three words in the English language--OK, in ANY language!!! '
neg,'I like the Nokia Messaging app, but the support from Nokia is slow '
neg,'@DaveMalby Sadly, I think its true   They say that the divorce rate for attorneys in 70%.... '
neg,'boarded the plane, this one has seen a good few miles looking at the state of it '
neg,'Thats the sound of my soul deflating. '
neg,'I do not understand my statistics assignment due tomorrow..  what is the significance to all of this! Bah damng math! ! ! !'
neg,'@perttumurto you kicked my ass  http://diftype.mybrute.com'
neg,'went to a shark tooth festival! got sunburned boo '
neg,'well not really, but i did feel kinda sick '
neg,'Nooo! School in 30 mins altough im still in bed '
neg,'No puedo dormirme  Im watching prison break &amp; Im sooo hungry &amp; thirsty, but don t wanna eat more, so I m staying away from the kitchen. '
neg,'i want to see link 80 live! i think they are broken up though '
neg,'missed first day back cos of my bloody insides '
neg,'@queenbmakeup  i haven`t found a face cleanser/exfoliator that i`ve liked since. i have real oily skin so idk what to look for ! '
neg,'I didnt win a free chocolate bar. Got a free sugar headache though '
neg,'@kissability @j1mgrey yep agreed. Centrelink were the bane of my existence through uni '
neg,'@janellecaminker youre so lucky you have air! its 78 degrees in my house right now and feels no less colder outside  '
neg,'@Telematica I dont hace money, Im broke  '
neg,'Was going to do resin but then a friend popped over for a 4hr chat....Too cold now.  Time for banananana bread!'
neg,'Someones got a case of the Mondays '
neg,'@lucullian No sun here at the moment, but then it is early, I have not slept much since arriving home from Paris. '
neg,'- ... wide awake, but dont actually wanna go to school :S  xxx'
neg,'Nooooo! Monday tomorrow. '
neg,'B oddkode ugh that sucks im at home '
neg,'wishing that I could sleep. Tired but apparently my body is not! '
neg,'The weather forecast says its going to be sunny for the next five days.  Must be time to go to work '
neg,'Trying to finish last minute homework, speeches, etc. SPRING BREAK IS OVER!! '
neg,'Good lists so far today... But still a shit day overall. 3 hours to go, aargh '
neg,'My head effing hurts, medicine please '
neg,'cant sleep  took a late nap... im watching the 1980 s version of &quot;the fog&quot; '
neg,'WHAT THE FUCKKKK, why r random people all the sudden following me, im kinda creeped out '
neg,'Going to sleep. school in the morning. grr, im totally not ready for thr up coming months  *~kiZn0L0v3~* '
neg,'@blacksweater  thats just nightmares all over'
neg,'@jAyIzMeE Send me something back '
neg,'It is a growing problem, happening to such innocent girls '
neg,'@yomissb sooooo corny!! lol '
neg,'I feel like barfing. Was it the cake or the idea of going into work tomorrow? I dont know what to do. '
neg,'@Telematica I dont have money, Im broke  '
neg,'GOODBYE long hair.. '
neg,'#taekwondo competition Saturday - I dont feel ready yet '
neg,'@VivaLaKaleigh @kelliecobra it really just sounds BAD. like why are you a singer you suck kind of bad  ughh FUCKING TRAINWRECK '
neg,'Was in the rift valley this wknd...amazing scenery&amp;variety! Check it out on www.journeykenya.com. Back at work now '
neg,'And this vehicle is shit  I want my truck back! &gt;_&lt;'
neg,'Got about twenty torrents downloading as we speak... accidentally deleted all my music. '
neg,'@allyheartsBB i hate scary movies. my parents tell me to get over it, but theres no one to comfort me when i cant sleep  '
neg,'best weekend ever; Caty Costigans house, Marley fest, prom.....comes crashing down with a paper due tomorrow. '
neg,'Oh FFS! Ive been here all fucking day. Why decide *now* that this needs to be done, *after* my finishing time? '
neg,'Leaving britney-just found out jon from new kids was there!I always miss the celebs '
neg,'@Neomic I havta go pee, but Im scared to walk dwn the hall. Please check for that mouse..Im freaking out! Turn the light on 4 me '
pos,'@michellardi i really dont know. i think its Globe!  yeah! sana gumaling na ko para alam ko na din kung makakasama ako! )'
pos,'@nicolerichie: your picture is very sweet '
pos,'Catching Up on Emails, RSS and Random BACN. Then Im cutting out early tonight (11:30PM) to have Dinner with @lauraw '
pos,'Dancing around the room in Pjs, jamming to my ipod. Getting dizzy. Well twitter, you asked! '
pos,'Didnt place in the Peeps contest but thanks for voting anyways. '
pos,'Going to bed so goodnight everyone  and sweet dreams  http://twitpic.com/2y2e0'
pos,'@LittleLumen walking over to put the deposit down tomorrow '
pos,'is now followinq @DAChesterFrench , you shud do tha same '
pos,'@LordPov Are you meant to add on the back of that &quot;twittering from a toilet cubicle somewhere&quot;? '
pos,'Aw im holding my new puppy. Well Hes not mine but He s a cutie.  '
pos,'@iJohn kitteh is sleepin on my crotch which proves she likes me more '
pos,'@DramaBeats agreed '
pos,'reaching amritsar in an hour and (if i find a bus) should be at wagah border by 2pm  - http://bkite.com/06fuJ'
pos,'@ALBinLA.  I was just thinking about you tonight!  You have to let me be the first to interview youre a famous super star '
pos,'happy to spend time with the family. '
pos,'finally going to bed!  so tired. Was gonna watch The Hills but didnt =/'
pos,'so effing tired of my throat hurting.... ooooohh... i just got a crazy craving for a pina colada/banana slushie!!!! '
pos,'@deon upload di indowebster dong banggggg '
pos,'@wisdomous youre welcome. glad you enjoyed it. '
pos,'@hawaii808shellz hAhAHA!! omG! we wer bOth laughiN off d hOOk!  cuz das hOW we roLLL...ryt sheLdawg?'
pos,'@SickWithThePen awww pookie feel better. Ill pray for you...and BAG the nurse up '
pos,'YAY! found a new cuddle buddy '
pos,'I think I met my first &quot;snob&quot; on twitter tonight. Too bad. Life goes on! '
pos,'Across the Universe. Sleep. Rehearsal tomorrow. '
pos,'@annabellee dry sweet potato, huh? '
pos,'@JonathanRKnight Hi Jon! Great to hear from you! See you on the cruise, I cannot wait! Hope all is well on the Knight bus!  You are loved!'
pos,'having a long conversation with mom on phone '
pos,'@suitelifeofkell yayyy! lol. i just requested herrr. what did she say? '
pos,'Practicing lines/mannerisms/voices for upcoming feature shoot.  Probably driving Brock crazy.  '
pos,'Going to go and read new moon for the 3rd time  I cant get enough of twilight series '
pos,'today is our two month anniversary!!! i love you sooooooo much Diana. omg you dont even know  TAR HEELS WON THE NCAA WOOT!!!!!'
pos,'I am bored '
pos,'@stevecla it is a wallpaper with Red Square I was asking for '
pos,'@r_keith_hill Thanks for your response. Ihad already find this answer '
pos,'@Pope_Mello Well yeah! I only noticed cuz im BB too. '
pos,'Just tryna get inspired thats all '
pos,'@KourtneyKardash Cant get up early enough!!!  Night workouts are much better. '
pos,'@ladygaga Cant wait to see ur hot ass in Austin! woot woot!!! annnd love the bob with purple, i went the royal color way as well '
pos,'@QuotableBuffy I got a bunch of Buffy songs too! One of my faves is &quot;Vivian&quot; by Nerf Herder, when Faith met Spike in Buffys body. '
pos,'#Devunity Wallpaper  Check this out !   --&gt;    http://twitpic.com/2y2e2'
pos,'Morning Tweetland, a long day ahead! Hope everyone has a great day  '
pos,'   uploading pictures on friendster '
